age,gender,profiles,cases,score
21,Female,1,1,4
22,Female,1,0,
22,Male,1,1,
194,Female,2,0,
22,Male,1,0,
,Female,2,1,
15,Female,1,1,
23,Female,1,0,
22,Male,1,0,
19,Male,1,1,5
,Male,2,0,
44,Male,2,1,
,Female,2,1,5
24,Male,1,1,
23,Male,1,0,
20,Male,1,0,
,Female,1,0,
,Male,1,0,
17,Male,1,0,
19,Male,1,1,5
30,Female,1,1,
,Male,2,1,4
,Female,2,0,
22,Male,1,1,
,Male,2,0,
21,Male,1,0,
200,Male,1,0,
25,Female,1,1,
,Male,1,0,
28,Male,2,1,5
,Male,1,0,
31,Male,2,0,
46,Male,2,0,
24,Male,1,0,
18,Male,1,0,
34,Male,1,0,
30,Male,1,0,
20,Female,2,0,
,Others,1,0,
,Female,2,0,
19,Male,1,0,
44,Female,1,1,
,Male,1,0,
19,Male,1,0,
18,Male,1,0,
18,Male,1,0,
35,Male,1,1,
24,Female,1,1,5
29,Male,2,1,5
29,Male,1,0,
19,Male,1,0,
20,Male,1,0,
18,Male,1,0,
25,Female,1,0,
,Male,2,0,
23,Male,1,1,5
25,Female,1,1,
,Male,2,1,5
24,Male,1,0,
,Male,2,0,
17,Male,1,0,
26,Male,1,0,
26,Male,1,1,5
29,Male,1,1,4
42,Male,1,0,
37,Male,4,1,
17,Male,1,0,
36,Male,1,0,
18,Male,1,1,
14,Others,1,0,
,Male,2,0,
21,Male,1,0,
26,Female,2,1,5
15,Male,1,0,
23,Male,4,3,
38,Male,1,0,
,Male,2,0,
,Male,2,0,
18,Female,1,0,
25,Male,1,0,
27,Female,1,1,
23,Male,1,1,5
,Male,2,0,
21,Female,1,0,
23,Male,1,0,
21,Male,1,0,
24,Male,1,1,
,Male,2,0,
34,Male,1,1,
20,Female,1,1,
30,Male,1,0,
32,Male,1,0,
23,Male,1,0,
,Male,2,1,
21,Male,1,0,
21,Male,1,3,
37,Male,1,1,5
,Male,2,0,
23,Male,1,1,
,Male,1,0,
21,Male,1,1,
,Others,2,0,
,Male,1,0,
24,Male,1,0,
23,Male,1,0,
23,Male,1,1,
23,Male,1,0,
,Male,2,1,
16,Male,1,0,
39,Male,1,1,
,Male,1,0,
25,Male,3,0,
21,Female,1,1,5
35,Male,1,1,
20,Male,1,1,
25,Male,1,1,
20,Male,1,1,
21,Female,1,1,
,Male,1,0,
23,Male,1,0,
34,Female,2,1,
25,Female,2,0,
26,Male,1,1,5
,Male,2,0,
30,Male,1,0,
27,Male,2,0,
23,Male,1,1,
,Male,1,0,
18,Male,2,0,
22,Male,1,0,
28,Female,1,1,
22,Male,2,1,5
,Male,4,1,
18,Male,1,0,
26,Male,1,0,
25,Male,1,1,
21,Female,1,0,
33,Male,4,1,5
24,Female,1,1,
22,Male,1,0,
19,Male,3,1,4
,Male,2,0,
15,Male,1,0,
57,Male,1,0,
,Male,2,0,
28,Female,1,1,
23,Male,1,0,
25,Male,1,1,4
30,Male,1,0,
17,Male,1,0,
29,Male,1,0,
22,Male,1,0,
25,Male,1,0,
22,Female,1,1,
18,Male,1,0,
21,Female,1,0,
21,Male,1,1,
,Male,3,0,
19,Male,1,0,
18,Male,1,0,
25,Male,1,1,5
26,Male,3,0,
,Male,1,0,
,Male,2,0,
16,Male,1,0,
44,Male,1,0,
,Male,1,0,
23,Female,1,0,
,Male,2,0,
19,Female,1,0,
23,Male,1,0,
500,Male,1,0,
28,Female,1,0,
29,Male,1,1,5
16,Male,1,0,
63,Female,2,0,
22,Male,1,0,
,Male,1,0,
16,Male,1,0,
20,Male,1,1,
,Female,3,0,
25,Male,1,0,
22,Male,1,1,
,Male,1,0,
22,Male,1,0,
39,Male,1,1,
22,Male,2,1,5
21,Female,1,0,
,Male,2,1,
51,Female,1,0,
19,Male,1,0,
19,Male,1,0,
,Male,2,0,
,Male,2,0,
24,Male,1,0,
24,Male,1,1,
27,Male,1,1,5
17,Male,2,0,
22,Male,1,1,5
28,Male,1,0,
,Male,2,0,
51,Male,1,1,
17,Male,1,0,
,Male,2,0,
,Female,1,0,
,Male,2,0,
27,Male,1,0,
26,Male,1,0,
,Male,1,0,
,Male,2,0,
25,Female,1,1,5
25,Female,1,1,4
30,Male,1,0,
25,Female,1,0,
54,Female,1,1,
22,Male,1,0,
26,Female,1,0,
,Female,2,1,5
28,Male,1,1,
26,Female,1,1,5
27,Male,1,0,
17,Male,3,0,
25,Female,1,0,
50,Male,1,0,
,Male,2,0,
,Male,2,0,
22,Male,1,0,
26,Male,1,1,
20,Male,1,1,
20,Male,1,1,
24,Male,1,0,
,Male,1,0,
,Male,2,0,
25,Male,1,0,
18,Male,1,1,5
31,Female,1,1,
,Male,1,0,
22,Male,1,1,
,Male,2,1,
,Male,1,0,
,Female,2,1,5
24,Male,1,1,5
20,Male,1,1,
19,Male,1,1,
28,Male,1,1,
38,Female,1,1,
24,Male,1,0,
27,Male,1,1,
,Male,2,0,
26,Male,1,1,
,Male,1,0,
25,Male,1,1,
,Male,2,1,
45,Female,1,0,
29,Male,1,0,
22,Female,1,0,
28,Male,1,0,
,Male,4,1,
18,Female,1,0,
24,Male,1,0,
18,Male,1,0,
,Female,1,0,
24,Male,2,1,
22,Male,1,0,
20,Male,1,0,
,Male,1,0,
18,Male,1,0,
27,Female,1,0,
17,Male,1,0,
26,Male,1,0,
20,Female,1,1,5
20,Male,1,1,
21,Male,1,0,
45,Male,1,0,
22,Male,1,0,
32,Male,1,0,
24,Male,1,0,
,Male,1,0,
19,Male,1,1,5
17,Male,1,0,
,Male,2,0,
27,Male,1,2,
18,Male,1,0,
24,Male,1,0,
22,Male,1,0,
,Male,1,0,
,Male,1,0,
14,Male,1,0,
22,Male,1,0,
18,Male,2,0,
18,Male,1,0,
,Female,1,0,
27,Male,1,1,
32,Male,1,1,
26,Male,1,0,
18,Male,1,0,
,Male,1,0,
,Male,2,0,
18,Male,1,0,
23,Female,1,1,3
26,Male,1,1,
16,Male,1,0,
19,Male,1,0,
24,Male,1,0,
23,Female,1,0,
14,Male,1,0,
27,Male,2,1,
28,Male,1,1,
22,Male,1,0,
15,Female,1,0,
24,Female,1,1,
23,Male,1,0,
14,Female,1,0,
28,Male,1,0,
24,Male,1,0,
16,Female,1,0,
,Male,1,0,
24,Male,1,0,
24,Male,2,0,
23,Male,1,1,
24,Male,1,0,
28,Male,1,1,
16,Male,1,0,
35,Male,1,0,
,Male,1,0,
,Male,2,0,
,Male,3,0,
17,Male,1,1,
19,Male,1,0,
17,Male,2,0,
,Male,2,0,
21,Male,1,0,
,Male,1,0,
21,Male,1,1,
25,Male,1,1,
24,Male,2,1,
22,Male,1,1,
20,Male,1,1,5
25,Female,1,0,
22,Male,1,0,
32,Male,1,0,
,Female,1,0,
,Male,1,0,
22,Male,1,0,
,Male,1,0,
27,Male,1,0,
,Male,1,0,
,Female,2,0,
,Male,1,0,
23,Male,1,1,
,Male,1,0,
22,Male,1,0,
20,Male,1,0,
24,Male,1,1,5
28,Female,1,1,
42,Male,2,2,
18,Male,1,1,
,Male,2,1,
18,Female,1,0,
26,Female,1,0,
,Female,2,0,
29,Male,1,0,
23,Male,2,0,
25,Male,1,1,
,Male,1,0,
31,Female,1,0,
23,Male,1,0,
24,Male,1,0,
18,Female,2,0,
,Male,1,0,
,Male,2,0,
24,Female,1,0,
,Male,3,0,
22,Male,2,0,
17,Female,1,0,
,Female,2,1,
28,Male,1,0,
20,Female,1,1,
17,Male,1,0,
23,Male,1,0,
24,Male,1,1,5
18,Male,3,0,
29,Female,1,1,
24,Male,1,4,
26,Female,1,1,5
19,Male,1,1,
,Male,1,0,
16,Male,1,0,
,Male,2,1,
22,Male,1,1,
40,Male,2,0,
20,Male,1,0,
28,Female,2,0,
26,Female,1,0,
19,Male,1,1,
19,Male,1,1,
20,Male,1,0,
21,Female,1,1,5
,Male,2,0,
22,Male,1,1,5
23,Female,1,0,
30,Male,1,2,5
,Male,2,0,
20,Female,1,1,4
18,Male,1,0,
,Male,1,0,
30,Female,1,1,
46,Male,3,1,
26,Female,1,1,
,Male,1,0,
21,Male,1,1,
,Female,2,0,
55,Male,1,1,3
25,Female,1,1,
,Male,2,0,
26,Male,1,1,
25,Female,1,0,
,Male,2,1,5
18,Male,1,1,
22,Male,1,0,
,Male,1,0,
26,Male,1,0,
25,Male,1,1,5
23,Male,1,1,5
21,Male,1,0,
23,Male,1,0,
21,Male,1,1,5
,Male,1,0,
18,Male,1,0,
30,Male,1,0,
26,Male,1,0,
27,Male,1,1,
20,Female,1,0,
38,Male,1,1,
22,Female,1,0,
21,Female,1,1,
,Male,2,1,5
27,Female,1,1,
19,Male,1,0,
19,Male,2,0,
32,Male,1,0,
28,Female,1,1,
16,Male,2,1,5
29,Male,1,1,
29,Male,2,2,
23,Male,1,1,4
27,Male,1,0,
22,Female,1,1,
18,Male,1,1,
15,Male,1,0,
29,Male,1,1,5
23,Male,1,1,
23,Male,2,2,
20,Male,1,0,
31,Male,1,0,
20,Male,2,1,
28,Female,1,1,5
22,Female,1,1,
28,Male,1,1,
,Female,1,0,
22,Female,3,1,3
34,Male,1,1,5
33,Male,1,1,
,Female,1,0,
21,Male,1,0,
,Male,1,0,
23,Male,2,0,
22,Female,1,0,
,Female,1,0,
16,Male,1,0,
24,Male,1,1,5
,Male,1,0,
49,Male,1,1,
32,Male,2,0,
28,Female,1,1,
16,Male,1,0,
20,Male,1,1,
,Female,2,1,
25,Male,1,0,
33,Male,1,2,5
24,Male,1,3,
23,Male,1,1,5
33,Male,1,1,5
32,Male,1,1,
20,Male,1,1,
,Male,2,0,
32,Male,3,1,
26,Male,1,1,
26,Male,1,0,
,Male,1,0,
19,Male,1,0,
,Male,1,0,
19,Female,1,0,
26,Female,1,0,
20,Female,1,0,
,Male,1,0,
22,Male,1,0,
20,Female,1,0,
,Male,3,0,
,Female,1,0,
,Male,1,0,
22,Male,1,1,4
,Male,2,0,
21,Female,1,1,5
40,Male,1,0,
,Male,2,0,
626,Male,1,0,
32,Female,1,0,
23,Female,1,1,
20,Male,1,0,
23,Male,1,1,
19,Male,2,1,
,Male,2,0,
18,Male,1,0,
20,Female,1,1,
,Male,1,0,
24,Male,1,0,
26,Female,1,0,
26,Female,1,0,
30,Male,2,1,
24,Male,1,0,
,Male,1,0,
22,Male,1,1,
25,Female,1,1,
22,Male,1,1,
,Male,3,0,
21,Male,1,1,5
48,Female,3,1,
25,Male,1,1,
47,Male,1,2,
28,Male,1,0,
31,Male,1,1,5
23,Male,1,0,
,Male,2,0,
19,Male,1,0,
18,Male,1,0,
24,Male,1,0,
,Female,1,0,
,Male,1,0,
,Male,1,0,
43,Male,1,1,
18,Male,1,3,3
,Male,2,0,
22,Male,1,1,5
25,Male,1,1,
15,Male,1,0,
,Male,1,0,
,Female,2,0,
,Male,2,0,
,Male,2,0,
,Female,1,0,
,Male,3,1,5
,Male,1,0,
26,Female,1,1,
26,Female,1,1,
28,Male,1,0,
,Male,1,0,
21,Female,1,0,
,Female,1,0,
30,Male,1,0,
25,Male,1,0,
,Male,1,0,
20,Female,2,1,
25,Male,1,0,
,Male,1,0,
,Male,1,0,
,Male,1,0,
25,Male,1,0,
25,Male,2,4,5
,Male,1,0,
21,Male,2,0,
,Male,1,0,
,Female,1,0,
22,Female,1,1,
20,Male,1,1,
34,Male,1,0,
27,Male,1,1,
,Male,1,0,
,Male,1,0,
24,Female,1,1,
20,Male,1,0,
21,Male,1,1,
29,Male,1,0,
21,Male,1,1,5
,Male,1,0,
21,Male,1,1,
32,Male,2,0,
24,Female,1,0,
,Male,1,0,
23,Female,1,1,
,Male,1,0,
42,Male,1,2,
,Male,1,0,
19,Male,1,0,
31,Male,1,1,5
,Male,1,0,
24,Male,1,0,
25,Male,2,0,
25,Male,2,0,
22,Male,1,0,
,Male,1,0,
,Male,1,0,
25,Male,1,0,
,Male,1,0,
,Male,1,0,
,Male,2,1,
,Male,1,0,
29,Male,1,0,
26,Male,1,0,
18,Male,2,1,5
23,Male,2,1,5
,Male,1,0,
,Male,1,0,
26,Male,3,0,
,Male,1,0,
,Male,1,0,
23,Male,1,1,
,Male,1,0,
29,Male,1,1,
35,Male,1,0,
27,Female,1,1,5
30,Male,2,1,
300,Male,1,0,
,Male,1,0,
26,Female,2,2,
,Male,1,0,
,Male,1,0,
17,Male,1,1,
19,Male,1,1,5
16,Female,2,0,
14,Male,1,1,5
,Male,2,0,
22,Male,1,0,
24,Female,1,0,
,Male,1,0,
25,Male,1,4,
19,Male,1,1,
,Male,1,0,
,Female,1,0,
23,Male,1,1,
20,Male,1,0,
,Male,1,0,
19,Male,2,0,
30,Male,1,1,
,Female,1,0,
18,Male,1,0,
25,Male,1,0,
,Female,1,0,
25,Female,1,0,
,Male,2,0,
21,Male,1,0,
18,Male,1,0,
15,Male,1,1,
,Male,2,0,
33,Male,3,1,5
24,Female,1,0,
32,Male,1,0,
20,Male,1,1,5
19,Male,1,0,
35,Male,1,3,5
21,Male,1,0,
28,Female,1,1,4
19,Male,1,1,
25,Male,1,1,
18,Male,1,1,
18,Male,1,1,
19,Male,1,1,
,Male,2,0,
24,Female,1,0,
40,Male,1,0,
29,Male,2,1,2
20,Male,1,0,
21,Male,1,0,
27,Male,1,1,
24,Male,1,0,
23,Male,1,1,
18,Male,1,0,
18,Male,1,0,
24,Female,2,1,
,Female,2,0,
,Male,2,0,
25,Female,2,1,5
40,Male,1,1,
26,Female,1,1,
33,Male,1,2,
25,Male,1,0,
26,Male,1,1,
,Female,2,0,
,Male,1,0,
42,Male,1,0,
20,Male,1,1,5
,Female,1,0,
,Female,2,0,
21,Male,1,1,4
24,Male,1,0,
25,Male,1,0,
18,Female,1,0,
24,Male,1,0,
28,Male,1,0,
19,Male,2,0,
22,Male,1,0,
,Female,2,0,
40,Male,1,0,
24,Male,1,0,
22,Female,1,1,
,Male,3,0,
23,Male,1,0,
24,Male,1,1,
28,Female,1,1,5
16,Male,1,0,
20,Male,1,0,
26,Female,2,1,
20,Male,1,0,
,Female,1,0,
,Male,2,0,
,Male,1,0,
24,Female,4,1,
22,Male,1,1,5
17,Male,1,0,
,Male,1,0,
,Male,1,0,
34,Male,1,0,
17,Male,1,0,
56,Female,1,1,
,Male,1,0,
18,Female,1,1,4
27,Male,1,0,
24,Female,1,0,
,Male,2,0,
31,Male,1,0,
22,Female,1,0,
,Male,1,0,
,Male,2,0,
16,Male,1,0,
24,Male,1,0,
24,Female,1,0,
,Male,1,0,
22,Male,1,1,
25,Male,1,1,5
,Male,2,0,
50,Male,1,0,
23,Female,1,1,5
18,Male,3,0,
24,Female,1,1,
30,Female,2,1,
46,Male,1,0,
24,Female,2,1,
24,Male,1,1,
,Male,3,0,
,Male,2,1,5
,Male,1,0,
57,Male,1,0,
,Male,1,0,
23,Male,2,2,5
,Male,2,1,
25,Male,1,0,
,Male,2,1,5
22,Female,2,1,
23,Male,1,0,
18,Male,1,0,
44,Female,1,0,
24,Male,1,1,
23,Male,1,0,
16,Male,1,0,
29,Male,1,1,
20,Female,1,1,
19,Female,1,0,
21,Male,1,0,
21,Male,1,1,5
23,Male,1,0,
35,Male,1,1,5
48,Male,2,1,
25,Male,1,1,5
27,Male,2,0,
34,Male,1,0,
,Male,1,0,
25,Female,1,1,
29,Male,3,1,
33,Male,1,1,
,Male,2,0,
23,Male,2,1,
25,Male,1,0,
16,Male,3,0,
18,Male,1,1,4
51,Male,1,0,
23,Female,1,0,
,Male,1,0,
30,Female,1,1,5
,Male,2,0,
33,Male,1,0,
14,Female,1,0,
19,Female,1,0,
,Male,2,0,
20,Male,1,0,
29,Male,1,0,
23,Male,2,1,4
24,Male,1,1,5
24,Male,1,1,5
,Male,1,0,
35,Female,1,0,
25,Male,2,1,
21,Female,1,1,
37,Male,1,0,
20,Male,1,0,
15,Male,1,0,
20,Female,1,0,
,Female,3,0,
20,Male,1,0,
18,Male,1,1,5
25,Male,1,1,
24,Male,1,0,
25,Female,1,1,
,Male,1,0,
29,Female,1,1,5
30,Male,2,0,
,Male,1,0,
25,Male,1,2,5
70,Female,3,0,
23,Male,1,0,
,Male,2,0,
,Male,2,0,
38,Male,4,1,5
,Male,2,1,
24,Female,1,1,5
31,Male,1,1,5
27,Male,1,0,
24,Male,1,0,
18,Female,1,0,
,Male,1,0,
27,Male,1,0,
21,Female,1,1,5
18,Male,1,1,
27,Male,1,1,
21,Male,1,0,
23,Male,1,0,
23,Female,1,1,5
50,Male,2,0,
23,Female,1,1,
20,Male,1,0,
30,Male,1,0,
19,Male,1,0,
20,Male,1,0,
22,Male,1,0,
24,Male,1,1,5
20,Male,2,1,5
18,Male,1,1,
40,Male,1,1,
25,Male,1,0,
24,Male,1,1,
35,Female,1,1,
,Male,2,0,
,Female,2,0,
,Others,1,0,
25,Male,1,0,
23,Female,1,0,
21,Male,1,0,
15,Male,1,0,
,Male,1,0,
36,Male,2,0,
,Male,2,1,
26,Male,1,0,
,Male,1,0,
20,Female,2,0,
,Male,1,0,
36,Male,1,2,4
23,Female,1,1,
22,Male,1,1,
26,Male,2,0,
29,Male,1,1,
19,Male,1,0,
32,Male,3,1,
23,Female,1,1,5
18,Male,1,0,
19,Male,1,0,
36,Male,1,0,
18,Male,1,0,
,Female,4,2,
19,Male,1,0,
17,Male,4,1,5
32,Male,1,1,
23,Male,1,1,
24,Female,1,1,
31,Male,1,0,
35,Male,1,0,
,Male,2,0,
25,Female,1,1,5
24,Male,1,1,
,Male,1,0,
17,Female,1,0,
28,Male,2,1,
,Male,2,0,
21,Male,1,1,
18,Male,1,0,
318,Male,1,0,
,Female,2,0,
21,Male,2,0,
31,Female,1,1,
26,Male,1,0,
,Male,1,0,
21,Male,1,0,
24,Male,1,2,5
27,Male,1,0,
25,Female,1,1,
19,Female,1,1,5
17,Female,1,0,
14,Female,1,0,
22,Male,1,1,5
18,Male,1,1,
20,Male,1,1,5
39,Female,2,0,
,Male,1,0,
26,Male,1,1,5
18,Male,1,1,
,Male,2,1,
17,Male,1,0,
18,Male,2,0,
,Male,2,0,
33,Male,1,1,4
17,Male,1,0,
24,Male,1,1,5
30,Female,1,1,5
72,Female,1,0,
20,Male,3,1,
21,Female,1,1,
23,Male,3,0,
21,Male,1,2,5
20,Male,1,1,4
17,Female,1,0,
23,Male,2,1,5
29,Male,1,0,
27,Female,2,1,
20,Male,1,0,
,Female,2,1,
20,Male,1,0,
,Male,1,0,
68,Male,1,0,
26,Male,1,0,
26,Male,1,0,
33,Male,2,0,
,Male,2,1,
,Male,1,0,
,Male,2,1,
26,Male,2,1,
54,Female,1,0,
30,Male,2,0,
,Male,2,0,
24,Male,2,1,
32,Male,1,1,
23,Female,1,0,
20,Male,1,1,5
26,Male,1,0,
17,Male,1,0,
20,Male,1,1,
35,Male,1,1,
60,Male,1,1,
24,Male,1,0,
16,Male,1,0,
22,Male,1,0,
23,Female,1,1,5
,Male,1,0,
,Male,1,0,
21,Male,1,0,
,Male,2,0,
,Male,1,0,
,Male,1,0,
27,Male,1,1,
,Male,2,0,
,Male,2,0,
29,Male,1,1,
,Male,2,0,
21,Male,1,0,
27,Female,1,0,
,Female,2,0,
19,Male,1,0,
14,Male,2,0,
45,Female,1,1,
28,Female,1,0,
23,Male,1,0,
18,Male,1,1,
18,Female,1,0,
,Female,1,0,
19,Female,1,1,5
37,Male,1,1,5
30,Female,1,1,
,Male,2,0,
23,Female,1,1,5
,Male,1,0,
19,Male,1,0,
18,Male,1,0,
23,Male,1,1,
24,Male,1,0,
24,Male,1,0,
35,Female,1,1,
23,Female,1,0,
,Male,1,0,
26,Male,1,0,
23,Male,1,1,5
22,Male,1,0,
66,Female,2,0,
,Male,1,0,
23,Female,1,1,5
,Male,1,0,
19,Male,2,1,
,Male,2,0,
46,Female,1,0,
25,Male,1,1,5
,Male,2,0,
25,Male,1,0,
,Male,2,1,
19,Male,1,1,5
,Male,1,0,
,Female,2,1,
,Others,2,0,
23,Male,1,1,
33,Male,1,1,
29,Female,1,0,
18,Male,1,0,
,Male,1,0,
25,Male,1,1,
21,Male,1,0,
21,Female,1,1,5
21,Male,1,1,
19,Male,1,1,
53,Male,3,0,
20,Female,1,1,
,Male,2,0,
23,Female,1,0,
18,Male,1,0,
29,Female,1,1,4
20,Male,1,0,
,Male,1,0,
,Male,2,0,
,Female,4,1,5
,Male,1,0,
21,Female,1,1,4
13,Male,1,1,
,Female,2,1,5
,Female,2,0,
25,Male,1,1,
18,Male,1,1,
21,Female,1,1,
,Female,2,1,
23,Female,1,1,
24,Female,1,1,
30,Male,2,0,
19,Male,1,0,
23,Male,1,1,5
19,Male,1,0,
26,Male,1,0,
24,Male,1,1,
24,Female,1,1,5
28,Male,1,1,
27,Male,2,1,
32,Male,1,1,
55,Female,2,0,
,Male,2,0,
23,Female,1,1,5
16,Male,1,0,
,Female,2,0,
21,Female,1,1,5
23,Male,1,1,
20,Male,1,0,
,Male,2,0,
,Male,1,0,
,Male,3,0,
34,Male,1,0,
21,Female,1,1,5
16,Female,1,0,
20,Male,1,0,
16,Male,1,0,
28,Male,1,0,
22,Male,1,0,
39,Male,2,2,5
,Male,2,1,
,Male,1,0,
25,Male,3,1,4
26,Female,1,1,
23,Male,3,1,5
23,Male,1,1,
,Male,2,0,
29,Male,1,0,
,Female,1,0,
23,Male,1,1,4
,Male,2,0,
42,Female,1,0,
30,Male,1,0,
18,Male,1,1,
28,Male,1,0,
,Male,2,0,
19,Male,1,0,
25,Male,1,0,
24,Female,1,0,
18,Male,1,0,
24,Male,3,1,
,Female,1,0,
24,Male,1,0,
,Others,1,0,
,Male,2,0,
,Male,1,0,
20,Male,1,1,
,Female,2,1,
27,Male,1,0,
,Male,2,1,5
19,Male,1,0,
14,Male,1,0,
,Male,2,1,
,Female,2,0,
22,Male,1,1,5
26,Female,2,1,
20,Female,1,1,
12,Male,1,0,
23,Female,1,0,
34,Female,2,1,5
29,Male,1,1,5
86,Male,1,0,
18,Male,1,1,
26,Male,2,0,
18,Female,1,0,
35,Male,1,0,
19,Male,1,1,
19,Male,1,1,
28,Male,1,0,
,Male,1,0,
21,Female,1,0,
25,Male,1,1,5
40,Female,1,0,
15,Male,1,0,
,Male,1,0,
18,Male,1,0,
24,Female,1,1,5
42,Male,2,0,
21,Male,1,1,
22,Female,1,1,5
,Male,2,0,
19,Male,1,1,
29,Female,1,0,
26,Male,1,1,
27,Male,1,0,
22,Male,1,1,5
25,Female,1,1,5
23,Female,1,1,5
19,Female,1,0,
24,Male,1,0,
,Male,1,0,
,Male,1,0,
,Female,1,0,
21,Male,1,0,
15,Male,1,0,
24,Male,2,1,
34,Male,1,0,
16,Female,2,1,
19,Male,2,0,
15,Male,1,0,
,Male,2,1,5
15,Male,1,0,
20,Male,2,0,
,Male,1,0,
27,Male,1,1,
18,Female,1,0,
16,Male,1,0,
21,Female,1,1,
29,Female,1,0,
23,Female,1,1,5
21,Male,1,0,
20,Male,1,1,
71,Male,2,0,
20,Male,1,0,
19,Male,1,0,
,Male,1,0,
25,Female,1,1,
24,Female,1,1,
21,Male,2,1,
18,Male,1,0,
,Male,2,0,
25,Male,1,0,
19,Male,1,1,5
22,Male,1,0,
,Male,1,0,
18,Female,1,0,
28,Male,1,0,
,Male,2,0,
26,Male,1,1,5
38,Female,1,1,
,Male,1,0,
23,Male,1,1,
,Male,3,1,
,Male,2,0,
23,Male,1,0,
28,Female,1,1,
,Male,2,1,3
,Male,2,1,
21,Male,1,0,
22,Female,1,1,
,Male,1,0,
26,Female,1,0,
19,Male,1,1,1
20,Female,1,0,
,Male,1,0,
29,Male,1,1,5
26,Male,1,0,
32,Male,1,0,
21,Male,1,1,
,Male,2,1,
,Male,3,2,
21,Male,1,1,4
19,Female,1,1,5
33,Male,1,1,
,Male,1,0,
29,Male,1,0,
23,Male,1,0,
,Male,1,0,
,Male,2,0,
18,Female,3,0,
21,Male,1,1,
28,Male,1,1,
43,Male,3,1,5
20,Male,1,1,5
30,Female,1,0,
,Male,2,0,
,Male,2,0,
,Male,2,0,
25,Male,2,0,
57,Female,1,1,
19,Male,1,1,
20,Female,2,1,
,Male,1,0,
25,Female,1,0,
25,Male,1,1,5
22,Male,1,2,5
28,Male,1,1,
30,Female,2,0,
26,Female,1,1,
17,Male,1,0,
20,Male,1,3,
24,Male,3,2,
34,Female,1,1,5
22,Female,1,1,
,Male,1,0,
,Male,2,0,
23,Male,1,1,
23,Male,1,0,
335,Male,1,0,
14,Male,3,0,
,Male,1,0,
16,Male,1,0,
20,Male,1,0,
,Male,1,0,
,Male,1,0,
21,Female,1,0,
22,Male,1,1,
20,Female,1,0,
21,Male,1,0,
30,Male,1,0,
,Male,2,0,
22,Male,1,1,
,Others,2,1,
29,Male,1,1,
24,Female,1,1,
,Male,3,1,
,Male,2,0,
24,Male,1,0,
16,Male,1,0,
19,Male,1,0,
23,Female,1,0,
21,Female,1,1,3
,Male,2,1,
,Male,2,0,
24,Male,1,1,5
16,Female,1,0,
21,Female,1,0,
39,Male,1,0,
21,Female,1,1,
22,Male,1,1,
26,Male,1,0,
35,Male,1,1,5
30,Female,1,0,
21,Male,1,1,
35,Female,1,1,3
,Female,1,0,
24,Male,2,2,
,Female,2,1,
,Male,2,0,
32,Male,1,0,
16,Male,1,0,
25,Male,1,1,
22,Female,1,0,
19,Male,1,0,
,Female,1,0,
16,Male,1,0,
17,Male,1,0,
,Male,2,0,
18,Male,1,0,
15,Male,1,0,
62,Male,1,1,
19,Male,1,0,
16,Male,1,0,
,Male,1,0,
14,Male,2,0,
,Male,2,0,
,Others,2,0,
,Male,2,0,
25,Female,1,1,2
21,Male,1,1,
14,Male,1,0,
,Female,3,1,5
24,Female,2,2,
,Male,2,0,
150,Male,2,1,
38,Male,1,0,
35,Male,1,0,
,Male,2,0,
25,Male,1,1,
30,Male,3,1,
,Male,1,0,
23,Female,1,1,
33,Female,1,0,
27,Male,1,2,
23,Male,1,1,
23,Female,2,1,
18,Male,1,1,
49,Male,1,0,
,Male,1,0,
26,Male,1,1,
14,Male,1,0,
18,Male,1,0,
38,Male,1,0,
17,Male,1,0,
24,Male,1,0,
,Female,2,0,
30,Female,1,1,
,Male,2,0,
19,Male,1,1,
20,Male,1,0,
28,Female,1,1,
,Others,1,0,
25,Male,2,0,
,Male,1,0,
16,Male,2,1,
20,Male,1,1,4
38,Male,1,1,
17,Male,1,0,
17,Male,1,0,
,Male,3,3,
24,Female,2,1,5
17,Female,1,0,
25,Male,1,0,
23,Male,1,0,
27,Male,1,0,
24,Male,1,1,
,Male,2,0,
23,Male,1,1,5
19,Male,1,0,
,Male,2,0,
25,Female,1,0,
,Male,1,0,
15,Female,1,0,
,Female,1,0,
31,Female,1,0,
27,Male,1,1,5
21,Female,1,1,5
16,Male,2,0,
18,Male,1,0,
19,Male,1,0,
23,Male,1,0,
22,Male,2,1,5
,Male,2,0,
25,Male,1,0,
19,Male,1,1,5
23,Male,1,0,
26,Female,3,0,
26,Male,1,0,
,Male,1,0,
,Female,2,0,
,Male,1,0,
27,Male,1,1,5
31,Male,1,1,
25,Male,1,1,
22,Female,1,1,5
23,Female,1,0,
19,Male,1,1,
21,Male,1,0,
18,Male,1,1,
24,Female,1,1,3
30,Male,1,1,
20,Female,1,0,
57,Female,1,0,
25,Female,1,1,
25,Male,1,0,
19,Male,1,1,
,Female,2,0,
32,Male,2,1,
27,Male,1,1,
18,Male,2,0,
20,Male,1,0,
22,Male,1,1,
21,Male,1,0,
23,Male,1,1,
15,Male,1,0,
30,Male,2,1,
17,Male,1,0,
19,Male,1,1,5
30,Female,3,0,
,Male,2,0,
22,Male,1,0,
30,Male,1,0,
,Male,1,0,
22,Male,1,1,5
39,Male,1,1,
22,Male,1,0,
22,Male,1,0,
,Male,1,0,
42,Male,2,0,
32,Male,1,1,5
,Male,1,0,
24,Female,1,1,
